,Title,Year,Worldwide,Domestic
7674,Una noche,2013,111903,100887
7675,Violet & Daisy,2013,108139,17186
7676,Bettie Page Reveals All,2013,108118,108118
7677,Big Star: Nothing Can Hurt Me,2013,105998,105998
7678,The Investigator,2013,103739,103739
7679,Stevie Nicks: In Your Dreams,2013,103028,103028
7680,Becoming Traviata,2013,102015,62652
7681,Blazing Saddles 2013 Re-release,2013,101481,101481
7682,The United States of Autism,2013,100403,100403
7683,One Track Heart: The Story of Krishna Das,2013,100401,100401
7684,In Bloom,2013,97236,56092
7685,A Field in England,2013,97195,32846
7686,Leviathan,2013,96778,76202
7687,Singin' in the Rain 2013 Re-release,2013,96763,96763
7688,Blue Caprice,2013,93995,93995
7689,Will You Still Love Me Tomorrow?,2013,93046,6694
7690,King's Faith,2013,90106,90106
7691,Somebody Up There Likes Me,2013,89435,89435
7692,Jewtopia,2013,88327,46437
7693,Money for Nothing: Inside the Federal Reserve,2013,88045,88045
7694,Burning Bush,2013,80943,16731
7695,Winnie Mandela,2013,80634,80634
7696,Ramaiya Vastavaiya,2013,80108,80108
7697,Aurangzeb,2013,79665,
7698,Jayne Mansfield's Car,2013,79178,14836
7699,Concussion,2013,78957,42606
7700,Table No. 21,2013,77621,46720
7701,Mademoiselle C,2013,76621,48668
7702,Wish You Were Here 2013 Re-release,2013,75870,46347
7703,Into the White 2013 Re-release,2013,75747,704
7704,After Tiller,2013,72125,72125
7705,An Oversimplification of Her Beauty,2013,71906,71906
7706,As I Lay Dying,2013,71759,16697
7707,Seasons of Gray,2013,70605,70605
7708,Go for Sisters,2013,70495,70495
7709,Bajatey Raho,2013,69085,55397
7710,Maidentrip,2013,68243,68243
7711,Pandora's Promise,2013,66680,66680
7712,Out in the Dark,2013,66017,26966
7713,D-Day,2013,65536,
7714,Let the Fire Burn,2013,64489,64489
7715,The Last of the Unjust,2013,63136,40563
7716,"I, Me aur Main",2013,61863,
7717,Independent Lens: Don't Stop Believin': Everyman's Journey,2013,61018,61018
7718,The Wicker Man 2013 Re-release,2013,60891,60891
7719,It's a Disaster,2013,60818,60818
7720,Sweet Dreams,2013,59403,59403
7721,The Trials of Muhammad Ali,2013,59081,59081
7722,Faust,2013,58132,58132
7723,Terms and Conditions May Apply,2013,55824,55824
7724,C.O.G.,2013,55301,55301
7725,Le joli mai,2013,55038,55038
7726,Line of Duty,2013,54204,54204
7727,Rising from Ashes,2013,53804,38602
7728,Leonie 2013 Re-release,2013,53692,53692
7729,Going Attractions: The Definitive Story of the American Drive-in Movie,2013,52458,52458
7730,Venus and Serena,2013,51271,51271
7731,God Loves Uganda,2013,51229,51229
7732,The Citizen,2013,48767,24296
7733,Un Flic,2013,48040,48040
7734,GMO OMG,2013,47558,47558
7735,American Made Movie,2013,45175,45175
7736,Contempt 2013 Re-release,2013,43763,43763
7737,Mauvais Sang 2013 Re-release,2013,43758,35176
7738,Andre Gregory: Before and After Dinner,2013,42892,42892
7739,Holla II,2013,41537,41537
7740,Language of a Broken Heart,2013,40645,40645
7741,Mercedes Sosa: The Voice of Latin America,2013,40643,2648
7742,CBGB,2013,40400,40400
7743,The Short Game,2013,39819,39819
7744,Plot for Peace,2013,39811,7051
7745,How to Make Money Selling Drugs,2013,39192,39192
7746,I Used to Be Darker,2013,38974,22214
7747,Herb & Dorothy 50X50,2013,38933,38933
7748,Policeman,2013,38263,11263
7749,Russian Ark 2013 Re-release,2013,37984,37984
7750,Mumia: Long Distance Revolutionary,2013,37731,37731
7751,Big Sur,2013,37466,37466
7752,Savannah,2013,37240,37240
7753,The Servant,2013,36463,36463
7754,Touchy Feely,2013,36128,36128
7755,Far Out Isn't Far Enough: The Tomi Ungerer Story,2013,35647,35647
7756,M 2013 Re-release,2013,35566,35566
7757,Underdogs,2013,35271,35271
7758,The Girl,2013,35048,35048
7759,Just Like a Woman,2013,34206,11403
7760,Bert Stern: Original Madman,2013,34005,34005
7761,Running from Crazy,2013,33300,33300
7762,Dislecksia: The Movie,2013,33066,33066
7763,At Berkeley,2013,31736,31736
7764,Beyond the Farthest Star,2013,31433,31433
7765,These Birds Walk,2013,30408,30408
7766,Long Shot: The Kevin Laue Story 2013 Re-release,2013,29863,29863
7767,A Fierce Green Fire,2013,29817,29817
7768,Dead Man's Burden,2013,29634,29634
7769,Little Fugitive 2013 Re-release,2013,29505,29505
7770,Cousin Jules,2013,29337,29337
7771,Fire in the Blood,2013,28994,28994
7772,Plush,2013,28864,3080
7773,Struck by Lightning,2013,28378,28378
7774,Simon Killer,2013,27740,27740
7775,Broadway Idiot,2013,27595,27595
7776,Tiger Eyes,2013,27160,27160
7777,The Power of Few,2013,25000,25000
7778,Cold Comes the Night,2013,24732,16971
7779,Graceland,2013,24529,24529
7780,Le Petit Soldat,2013,24296,24296
7781,Harry Dean Stanton: Partly Fiction,2013,23959,23959
7782,Dear Mr. Watterson,2013,23899,23899
7783,Greenwich Village: Music That Defined a Generation,2013,23701,23701
7784,Casting By,2013,22497,18164
7785,Murder Eleven,2013,22107,22107
7786,The ABCs of Death,2013,21832,21832
7787,Viola,2013,21818,21818
7788,Évocateur: The Morton Downey Jr. Movie,2013,21652,21652
7789,Tio Papi,2013,21316,21316
7790,The Ghosts in Our Machine,2013,20709,20709
7791,Our Nixon,2013,20584,20584
7792,Wedding Palace,2013,19908,19908
7793,Bad Milo,2013,19613,19613
7794,Whensday,2013,19463,19463
7795,Smash & Grab: The Story of the Pink Panthers,2013,18938,18938
7796,Nostalgia,2013,18846,18846
7797,The Sorcerer and the White Snake 2013 Re-release,2013,18759,18759
7798,A Single Shot,2013,18642,18642
7799,La Camioneta: The Journey of One American School Bus,2013,18558,18558
7800,Let My People Go!,2013,18529,18529
7801,Four Bags Full,2013,18297,18297
7802,Torn,2013,18202,18202
7803,Jamel Shabazz Street Photographer,2013,17992,17992
7804,Dealin' with Idiots,2013,17909,17909
7805,David,2013,17828,
7806,The History of Future Folk,2013,17646,17646
7807,Le Pont du Nord,2013,17110,17110
7808,Night Across the Street,2013,16778,16778
7809,Design Is One: The Vignellis,2013,16386,16386
7810,Out of the Clear Blue Sky,2013,16050,16050
7811,I Declare War,2013,14928,14928
7812,La Maison de la radio,2013,14905,8095
7813,Kiss of the Damned,2013,14752,14752
7814,The Unbelievers,2013,14400,14400
7815,Justice Is Mind,2013,14360,14360
7816,A Perfect Man,2013,14147,7117
7817,Il Futuro,2013,14001,14001
7818,This Is Martin Bonner,2013,13888,13888
7819,Dorfman in Love,2013,13737,13737
7820,A Green Story,2013,12901,12901
7821,Breakdance Academy 2013 Re-release,2013,12708,12708
7822,Greetings from Tim Buckley,2013,12155,11157
7823,Shahid,2013,12153,12153
7824,36 Saints,2013,11640,11640
7825,Midget Zombie Takeover,2013,11006,11006
7826,A Resurrection,2013,10730,10730
7827,Made in Cleveland,2013,10681,10681
7828,American Meat,2013,10650,10650
7829,Caucus,2013,10645,10645
7830,Evil Intent,2013,10454,10454
7831,Shanghai Calling,2013,10400,10400
7832,Elemental,2013,10358,10358
7833,Shepard & Dark,2013,10278,10278
7834,Tip Top,2013,10201,6050
7835,Pawn Shop Chronicles,2013,10080,8088
7836,Informant,2013,10068,10068
7837,Birth of the Living Dead,2013,9802,9802
7838,Antoine and Antoinette,2013,9704,9704
7839,Northern Lights,2013,9453,9453
7840,If I Were You,2013,9432,9432
7841,Zero Charisma,2013,9417,9417
7842,The End of Love,2013,9342,9342
7843,Looking for Maria Sanchez,2013,9338,9338
7844,Better Mus' Come,2013,9318,9318
7845,Ghost Team One,2013,9195,9195
7846,Trouble Every Day 2013 Re-release,2013,9189,9189
7847,Big Words,2013,8965,8965
7848,Hell Baby,2013,8785,8785
7849,The Institute,2013,8445,8445
7850,Hello Herman,2013,8437,8437
7851,The Happy Sad,2013,8395,8395
7852,Downloaded,2013,8377,8377
7853,A Teacher,2013,8348,8348
7854,Aliyah,2013,8253,8253
7855,Far from Vietnam,2013,8132,8132
7856,And While We Were Here,2013,7750,7750
7857,Girls Against Boys,2013,7529,7529
7858,Desperate Acts of Magic,2013,7373,7373
7859,Outside Satan,2013,7226,
7860,The Brass Teapot,2013,6997,6997
7861,Assaulted: Civil Rights Under Fire,2013,6905,6905
7862,Sal,2013,6883,6883
7863,The Human Scale,2013,6878,6878
7864,Breakfast with Curtis,2013,6629,6629
7865,Brief Reunion,2013,6601,6601
7866,Down the Shore,2013,6558,6558
7867,Some Velvet Morning,2013,6420,6420
7868,100 Bloody Acres,2013,6388,6388
7869,Inescapable,2013,6334,6334
7870,Sweetwater,2013,6147,6147
7871,Guitar Innovators: John Fahey & Nels Cline,2013,6132,6132
7872,Welcome to Pine Hill,2013,6115,6115
7873,Rangrezz,2013,6108,6108
7874,The Last Time I Saw Macao,2013,6095,6095
7875,The Playroom,2013,5964,5964
7876,Five Dances,2013,5788,5788
7877,A Dark Truth,2013,5750,5750
7878,People of a Feather,2013,5677,5677
7879,Knife Fight,2013,5661,5661
7880,The Time Being,2013,5274,5274
7881,Bidder 70,2013,5074,5074
7882,Weekend of a Champion,2013,4976,4100
7883,Futaba kara tooku hanarete,2013,4960,4960
7884,Herman's House,2013,4956,4956
7885,Supporting Characters,2013,4917,4917
7886,Revelation Road 2: The Sea of Glass and Fire,2013,4871,4871
7887,Ferlinghetti: A Rebirth of Wonder,2013,4816,4816
7888,All Is Bright,2013,4556,4556
7889,Here Comes the Devil,2013,4534,4534
7890,Between Us,2013,4380,4380
7891,The End of Time,2013,4375,4375
7892,3 Geezers!,2013,4175,4175
7893,Pawn,2013,4141,4141
7894,Contracted,2013,4105,4105
7895,Silver Circle,2013,4080,4080
7896,The Kitchen,2013,4054,4054
7897,Morning,2013,4029,4029
7898,Approved for Adoption 2013 Re-release,2013,4015,4015
7899,"High Tech, Low Life",2013,3836,3836
7900,The Condemned,2013,3718,3718
7901,Mr. Nobody 2013 Re-release,2013,3622,3622
7902,Tricked,2013,3533,3533
7903,Scenic Route,2013,3434,3434
7904,The Happy Poet,2013,3400,3400
7905,Swerve,2013,3338,3338
7906,Axe Giant: The Wrath of Paul Bunyan,2013,3287,3287
7907,As Cool as I Am,2013,3234,3234
7908,Drew: The Man Behind the Poster,2013,3078,3078
7909,A Girl and a Gun,2013,3018,3018
7910,Approaching Midnight,2013,2795,2795
7911,The Lesser Blessed,2013,2732,2732
7912,Sparrows Dance,2013,2602,2602
7913,Last Flight of the Champion,2013,2597,2597
7914,Hammer of the Gods,2013,2590,641
7915,Cassadaga,2013,2544,2544
7916,Almost in Love,2013,2510,2510
7917,The Last Day of August,2013,2492,2492
7918,Men at Lunch,2013,2483,2483
7919,Lotus Eaters,2013,2325,2325
7920,The Happy House,2013,2311,2311
7921,InSpectres,2013,2207,2207
7922,Rubberneck,2013,2075,2075
7923,Red Flag,2013,2075,2075
7924,Best Man Down,2013,1938,1938
7925,Detention of the Dead,2013,1777,1777
7926,You Don't Need Feet to Dance,2013,1719,1719
7927,The Package,2013,1469,1469
7928,A Zombie Invasion,2013,1170,1170
7929,Veer!,2013,1132,1132
7930,Absence,2013,1031,1031
7931,Remnants,2013,1022,1022
7932,Syrup,2013,663,663
7933,Triumph of the Wall,2013,476,476
7934,Transformers: Age of Extinction,2014,1104054072,245439076
7935,The Hobbit: The Battle of the Five Armies,2014,956019788,255119788
7936,Guardians of the Galaxy,2014,772776600,333176600
7937,Maleficent,2014,758410378,241410378
7938,The Hunger Games: Mockingjay - Part 1,2014,755356711,337135885
7939,X-Men: Days of Future Past,2014,746045700,233921534
7940,Captain America: The Winter Soldier,2014,714421503,259766572
7941,Dawn of the Planet of the Apes,2014,710644566,208545589
7942,The Amazing Spider-Man 2,2014,708982323,202853933
7943,Interstellar,2014,677463813,188020017
7944,Big Hero 6,2014,657827828,222527828
7945,How to Train Your Dragon 2,2014,621537519,177002924
7946,American Sniper,2014,547426372,350126372
7947,Godzilla,2014,524976069,200676069
7948,Rio 2,2014,498781117,131538435
7949,Teenage Mutant Ninja Turtles,2014,485004754,191204754
7950,The Lego Movie,2014,468060692,257760692
7951,Lucy,2014,458863600,126663600
7952,Penguins of Madagascar,2014,373515621,83850911
7953,Edge of Tomorrow,2014,370541256,100206256
7954,Gone Girl,2014,369330363,167767189
7955,Night at the Museum: Secret of the Tomb,2014,363204635,113746621
7956,Noah,2014,359200044,101200044
7957,The Maze Runner,2014,348319861,102427862
7958,300: Rise of an Empire,2014,337580051,106580051
7959,22 Jump Street,2014,331333876,191719337
7960,The Fault in Our Stars,2014,307166834,124872350
7961,Divergent,2014,288885818,150947895
7962,Paddington,2014,282839394,76271832
7963,Mr. Peabody & Sherman,2014,275698039,111506430
7964,Neighbors,2014,270665134,150157400
7965,Exodus: Gods and Kings,2014,268175631,65014513
7966,Annabelle,2014,257047661,84273813
7967,Hercules,2014,244819862,72688614
7968,RoboCop,2014,242688965,58607007
7969,The Imitation Game,2014,233555708,91125683
7970,Non-Stop,2014,222809600,92168600
7971,Dracula Untold,2014,217124280,56280355
7972,The Expendables 3,2014,214657577,39322544
7973,Into the Woods,2014,212902372,128002372
7974,Fury,2014,211817906,85817906
7975,Need for Speed,2014,203277636,43577636
7976,The Other Woman,2014,196710396,83911193
7977,The Equalizer,2014,192330738,101530738
7978,Breakup Buddies,2014,189017596,777896
7979,The Grand Budapest Hotel,2014,172936941,59301324
7980,Dumb and Dumber To,2014,169837010,86208010
7981,Into the Storm,2014,161502194,47602194
7982,Unbroken,2014,161459297,115637895
7983,The Monuments Men,2014,155641650,78031620
7984,Ride Along,2014,154468902,134938200
7985,Planes: Fire & Rescue,2014,146965787,59165787
7986,The Taking of Tiger Mountain,2014,141654055,228984
7987,The Admiral,2014,138342258,2589811
7988,Let's Be Cops,2014,138224951,82390774
7989,Annie,2014,136853506,85911262
7990,Jack Ryan: Shadow Recruit,2014,135503748,50577412
7991,Blended,2014,127994610,46294610
7992,Sex Tape,2014,126069509,38543473
7993,The Theory of Everything,2014,123726688,35893537
7994,The Nut Job,2014,120885527,64251541
7995,Pompeii,2014,117831631,23219748
7996,Seventh Son,2014,114178613,17223265
7997,The Purge: Anarchy,2014,111928365,71962800
7998,The Boxtrolls,2014,108255770,50837305
7999,Horrible Bosses 2,2014,107645357,54445357
8000,The Breakup Guru,2014,106980263,208959
8001,Ouija,2014,103590271,50856010
8002,Birdman or (The Unexpected Virtue of Ignorance),2014,103215094,42340598
8003,Transcendence,2014,103039258,23022309
8004,Heaven Is for Real,2014,101332962,91443253
8005,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,100654149,66954149
8006,Tammy,2014,100375432,84525432
8007,PK,2014,100370104,10616104
8008,The Book of Life,2014,99783556,50151543
8009,Ode to My Father,2014,99085291,2300121
8010,Cong cong na nian,2014,94244191,569280
8011,Paranormal Activity: The Marked Ones,2014,90894962,32462372
8012,The Hundred-Foot Journey,2014,89514453,54240821
8013,Deliver Us from Evil,2014,87937815,30577122
8014,A Million Ways to Die in the West,2014,87189756,43139300
8015,Step Up All In,2014,86165646,14904384
8016,John Wick,2014,86013056,43037835
8017,The Judge,2014,84419388,47119388
8018,Muppets Most Wanted,2014,80383113,51183113
8019,If I Stay,2014,78274843,50474843
8020,"I, Frankenstein",2014,76801179,19075290
8021,Crimson Peak,2014,74679822,31090320
8022,Brick Mansions,2014,71416730,20396829
8023,Son of God,2014,70829270,59700064
8024,Think Like a Man Too,2014,70181428,65182182
8025,Jersey Boys,2014,67647013,47047013
8026,The Giver,2014,66980456,45090374
8027,Selma,2014,66787908,52076908
8028,Beijing Love Story,2014,65842375,428318
8029,Begin Again,2014,65312589,16170632
8030,Pirates,2014,64858224,415775
8031,God's Not Dead,2014,64667874,60755732
8032,The Walk,2014,61181942,10137502
8033,A Walk Among the Tombstones,2014,58834384,26307600
8034,Dolphin Tale 2,2014,57824533,42024533
8035,St. Vincent,2014,54837234,44137712
8036,No Good Deed,2014,54323210,52543632
8037,3 Days to Kill,2014,53260230,30697999
8038,Wild,2014,52501541,37880356
8039,Magic in the Moonlight,2014,51029361,10539326
8040,About Last Night,2014,50445860,48637684
8041,Whiplash,2014,48982041,13092000
8042,Chef,2014,48428048,31424003
8043,Boyhood,2014,48137666,25352281
8044,Coming Home,2014,47587984,377607
8045,Beauty and the Beast,2014,47430624,
8046,Nightcrawler,2014,47398992,32381217
8047,Earth to Echo,2014,45681062,38934842
8048,That Awkward Moment,2014,45640143,26068955
8049,Wei ai zhi jian ru jia jing,2014,45386560,271734
8050,Oculus,2014,44446287,27695246
8051,Bang Bang,2014,42045981,2546172
8052,"As Above, So Below",2014,41898409,21321100
8053,This Is Where I Leave You,2014,41296320,34296320
8054,The November Man,2014,39661919,25018119
8055,Sin City: A Dame to Kill For,2014,39407616,13757804
8056,The Gambler,2014,39280992,33680992
8057,Samba,2014,39178695,151530
8058,Women Who Flirt,2014,39156132,375495
8059,The Best of Me,2014,38609668,26766213
8060,Million Dollar Arm,2014,38483455,36457627
8061,The Water Diviner,2014,38176317,4196641
8062,But Always,2014,38039248,430760
8063,Devil's Due,2014,36921560,15821461
8064,A Most Wanted Man,2014,36233517,17237855
8065,Kundo: Age of the Rampant,2014,35941291,280958
8066,When Marnie Was There,2014,34949567,561085
8067,Endless Love,2014,34718173,23438250
8068,Get on Up,2014,33448971,30703100
8069,Tazza: The Hidden Card,2014,31278476,251555
8070,Winter's Tale,2014,30800231,12600231
8071,Wild Tales,2014,30642704,3106530
8072,When the Game Stands Tall,2014,30138754,30127963
8073,Draft Day,2014,29824199,28842237
8074,Big Eyes,2014,29253166,14482031
8075,The Divine Move,2014,27926871,136707
8076,Left Behind,2014,27405896,14019924
8077,A Hard Day,2014,26488847,19004
8078,Top Five,2014,26117471,25317471
8079,Iceman,2014,26033917,7679
8080,"Love, Rosie",2014,25574387,20431
8081,A Haunted House 2,2014,25358716,17329486
8082,And So It Goes,2014,25312387,15160801
8083,Kung Fu Jungle,2014,24070765,129784
8084,Fading Gigolo,2014,22706304,3769873
8085,Mr. Turner,2014,22179785,3958500
8086,Sabotage,2014,22126842,10508518
8087,Legends of Oz: Dorothy's Return,2014,21755418,8462347
8088,Bears,2014,21316745,17780194
8089,Yves Saint Laurent,2014,21026290,723593
8090,El Niño,2014,20918976,1237
8091,That Demon Within,2014,20415934,172343
8092,Labor Day,2014,20275812,13371528
8093,Foxcatcher,2014,19206513,12096300
8094,The Drop,2014,18658381,10724389
8095,Cantinflas,2014,17966873,6382924
8096,The Quiet Ones,2014,17835162,8509867
8097,Before I Go to Sleep,2014,17669776,3242457
8098,Addicted,2014,17534314,17390770
8099,Calvary,2014,16887741,3600006
8100,The Pyramid,2014,16861137,2756333
8101,Pride,2014,16699029,1446634
8102,Belle,2014,16607575,10726630
8103,The Single Moms Club,2014,16365451,15973881
8104,Vampire Academy,2014,15642346,7791979
8105,Inherent Vice,2014,14710975,8110975
8106,Beyond the Lights,2014,14618727,14618727
8107,America: Imagine the World Without Her,2014,14444502,14444502
8108,Island of Lemurs: Madagascar,2014,14065218,11271159
8109,The Two Faces of January,2014,13551951,507463
8110,Mommy,2014,13156856,3494070
8111,The Connection,2014,12062441,190980
8112,A Most Violent Year,2014,12007070,5749134
8113,The Interview,2014,11782625,6105175
8114,The Loft,2014,11016443,6002684
8115,My Old Lady,2014,10606667,4013786
8116,Moms' Night Out,2014,10536956,10429707
8117,The Babadook,2014,10312540,964413
8118,Human Capital,2014,9113941,158549
8119,"Two Days, One Night",2014,9016922,1436243
8120,What If,2014,8526288,3493000
8121,The Love Punch,2014,8366493,266588
8122,Walk of Shame,2014,8122990,59209
8123,Bad Words,2014,7804337,7779614
8124,Finding Fanny,2014,7685784,615691
8125,Hippocrates: Diary of a French Doctor,2014,7555591,23050
8126,A Long Way Down,2014,7257942,13347
8127,Timbuktu,2014,7179391,1076075
8128,Postman Pat,2014,7102455,1519
8129,Jessabelle,2014,6998359,
8130,What We Do in the Shadows,2014,6979001,3469224
8131,Cesar Chavez 2014 Re-release,2014,6719925,5571497
8132,The Raid 2,2014,6566916,2627209
8133,Tiger & Bunny: The Rising,2014,6168617,34471
8134,Darker Than Night,2014,6160114,870063
8135,The Trip to Italy,2014,6089109,2880537
8136,Meet the Mormons,2014,6047363,6047363
8137,Hector and the Search for Happiness,2014,5952549,1124445
8138,Tracks,2014,5853509,510007
8139,Phoenix,2014,5793245,3184472
8140,The Skeleton Twins,2014,5776640,5284309
8141,Under the Skin,2014,5735963,2614251
8142,Wish I Was Here,2014,5670776,3591299
8143,Pawn Sacrifice,2014,5578519,2436633
8144,Dheepan,2014,5562575,261819
8145,Escobar: Paradise Lost,2014,5552496,195792
8146,The Salt of the Earth,2014,5412189,1343349
8147,Kick,2014,5233794,2472695
8148,Kill the Messenger,2014,5218973,2450846
8149,The New Girlfriend,2014,5215796,146754
8150,"Buen Día, Ramón",2014,5104868,154356
8151,Serena,2014,5092129,176391
8152,Dark Places,2014,5090852,208588
8153,Locke,2014,5090608,1375769
8154,The Liberator,2014,5082098,113067
8155,Nymphomaniac: Vol. II,2014,4934725,327167
8156,[REC] 4: Apocalypse,2014,4915757,837
8157,Jimmy's Hall,2014,4825184,560592
8158,Predestination,2014,4824499,68372
8159,Trash,2014,4809022,17484
8160,Clouds of Sils Maria,2014,4728401,1851517
8161,Gemma Bovery,2014,4644525,191533
8162,Dear White People,2014,4633961,4404154
8163,Labyrinth of Lies,2014,4574756,794452
8164,Maps to the Stars,2014,4510934,350741
8165,Leviathan,2014,4439481,1092800
8166,Clown,2014,4381603,55007
8167,The Grand Seduction,2014,4292517,3430018
8168,Diplomacy,2014,4207242,230880
8169,Song of the Sea,2014,4190670,857522
8170,Force Majeure,2014,4094339,1359497
8171,Horns,2014,3875442,173948
8172,The Homesman,2014,3819421,2429989
8173,Citizenfour,2014,3780692,2800870
8174,Black Sea,2014,3758103,1171559
8175,Number One Fan,2014,3650598,15549
8176,Ghostbusters 30th Anniversary Release,2014,3580343,3580343
8177,2 States,2014,3558887,2238174
8178,The Riot Club,2014,3517925,7734
8179,Veronica Mars,2014,3485383,3322127
8180,Jack and the Cuckoo-Clock Heart,2014,3484370,
8181,Enemy,2014,3468224,1008726
8182,Words and Pictures,2014,3438874,2171257
8183,Next Time I'll Aim for the Heart,2014,3418213,815
8184,The Good Lie,2014,3396345,2722209
8185,Anything for Alice,2014,3387582,1092
8186,Obvious Child,2014,3325417,3123963
8187,The Mystery of Happiness,2014,3216374,8528
8188,Saint Laurent,2014,3202241,429477
8189,Rosewater,2014,3171593,3128941
8190,3 Hearts,2014,3077754,161129
8191,'71,2014,3062178,1270847
8192,Starred Up,2014,3025189,54915
8193,Love Is Strange 2014 Re-release,2014,2979739,2262223
8194,The Identical,2014,2840991,2827666
8195,The Fluffy Movie: Unity Through Laughter,2014,2827393,2827393
8196,Saving Christmas,2014,2783970,2783970
8197,The Wonders,2014,2772358,73378
8198,The Guest,2014,2700051,332890
8199,Third Person,2014,2624761,1021398
8200,The Signal,2014,2595622,600896
8201,In the Name of My Daughter,2014,2537899,277528
8202,The Rover,2014,2510007,1114423
8203,Love at First Fight,2014,2446362,25229
8204,Joe,2014,2431443,373375
8205,Life of Riley,2014,2423379,11616
8206,Beloved Sisters,2014,2407680,54030
8207,Finding Vivian Maier,2014,2384584,1514782
8208,Laggies,2014,2379154,1066981
8209,The Remaining,2014,2297261,1169603
8210,Going Away,2014,2290889,19501
8211,Anchorman 2: The Legend Continues R-Rated Extended Cut,2014,2185255,2184339
8212,The Oscar Nominated Short Films 2014: Live Action,2014,2171849,2171849
8213,Jai Ho,2014,2122804,1264515
8214,"20,000 Days on Earth",2014,2105558,279558
8215,The Captive,2014,2090612,1075178
8216,Singham Returns,2014,1974745,1232018
8217,Frank,2014,1897363,645186
8218,Awake: The Life of Yogananda,2014,1891918,1539680
8219,Tusk,2014,1882074,1826705
8220,Girlhood,2014,1862990,60765
8221,The Dark Horse,2014,1862114,67533
8222,"Men, Women & Children",2014,1705908,705908
8223,Tim's Vermeer,2014,1686917,1671377
8224,The Double,2014,1662515,200406
8225,All You Need Is Love,2014,1620654,
8226,Lou! Journal infime,2014,1581125,287
8227,Persecuted,2014,1558836,1558836
8228,Cold in July,2014,1547630,427418
8229,Fed Up,2014,1546229,1538899
8230,Shaadi Ke Side Effects,2014,1521778,921277
8231,A Pigeon Sat on a Branch Reflecting on Existence,2014,1472431,222989
8232,Life of Crime,2014,1456675,265452
8233,The Disappearance of Eleanor Rigby: Them,2014,1448076,587774
8234,The Devil's Hand,2014,1428494,5746
8235,The Zero Theorem,2014,1428362,257706
8236,Haider,2014,1404307,1048143
8237,Holiday,2014,1390054,706893
8238,Khoobsurat,2014,1375623,710508
8239,The Salvation,2014,1363964,44903
8240,Gimme Shelter,2014,1362018,1359910
8241,Hard to Be a God,2014,1299035,28608
8242,Black Souls,2014,1278360,101088
8243,Ek Villain,2014,1278108,730530
8244,Gett,2014,1259160,988150
8245,Anna,2014,1257142,4288
8246,The Blue Room,2014,1232900,254666
8247,The Cut,2014,1232140,28066
8248,Kochadaiiyaan,2014,1210580,817192
8249,The Way He Looks,2014,1207841,101451
8250,Noble 2014 Re-release,2014,1207386,347321
8251,Repentance,2014,1194961,1189612
8252,Dead Snow 2: Red vs. Dead,2014,1187477,37473
8253,Breathe,2014,1158695,42297
8254,Walking with the Enemy,2014,1112592,1112592
8255,Northern Soul,2014,1092359,8886
8256,50 to 1,2014,1064454,1064454
8257,The Song,2014,1009620,1009620
8258,Long Live Freedom 2014 Re-release,2014,995990,48541
8259,Blue Ruin,2014,993313,258384
8260,The Dinner,2014,944808,7282
8261,Palo Alto,2014,919591,767732
8262,Hasee Toh Phasee,2014,916906,646035
8263,The Dead Lands,2014,906158,5240
8264,You're Not You,2014,894964,11486
8265,Particle Fever,2014,869838,869838
8266,Bird People,2014,866211,32111
8267,Highway,2014,858783,529136
8268,Night Moves,2014,858513,271755
8269,Atlas Shrugged: Who Is John Galt?,2014,846704,846704
8270,Gunday,2014,843232,
8271,Mary Kom,2014,839840,621300
8272,13 Sins,2014,826913,13809
8273,K: Missing Kings,2014,826323,33531
8274,Life Itself,2014,815645,810454
8275,Saw 10th Anniversary Release,2014,815324,815324
8276,Futuro Beach,2014,779835,20262
8277,Yalom's Cure,2014,766974,1164
8278,A Five Star Life 2014 Re-release,2014,749653,306917
8279,The Bride of Humpty Sharma,2014,746788,380011
8280,Land Ho!,2014,727594,727594
8281,Effie Gray,2014,721143,352534
8282,Frankie & Alice 2014 Re-release,2014,695876,695876
8283,A Matter of Faith,2014,680113,680113
8284,Jodorowsky's Dune,2014,647280,647280
8285,Elsa & Fred,2014,635901,285863
8286,Nowitzki: The Perfect Shot,2014,619517,41340
8287,Paulo Coelho's Best Story,2014,617377,8808
8288,The Little Death,2014,601162,18238
8289,Jimi: All Is by My Side,2014,599840,340911
8290,The One I Love,2014,596933,513447
8291,Are You Here,2014,594396,
8292,White God,2014,581904,282358
8293,Goodbye to Language,2014,566423,401889
8294,Forrest Gump 2014 IMAX Release,2014,557683,557683
8295,Open Windows,2014,550108,1750
8296,23 Blast,2014,549185,549185
8297,A Girl Walks Home Alone at Night,2014,546352,491910
8298,Rudderless,2014,546149,58293
8299,On Any Sunday: The Next Chapter,2014,543044,543044
8300,I'm Your Hero,2014,519274,274579
8301,A Hard Day's Night 2014 Re-release,2014,515005,515005
8302,Eden,2014,494949,65460
8303,Two Night Stand,2014,492332,18612
8304,Wolves,2014,491154,12139
8305,I Origins,2014,481234,336472
8306,White Bird in a Blizzard,2014,469701,33821
8307,Last Days in Vietnam,2014,466114,466114
8308,Deepsea Challenge 3D,2014,462959,235659
8309,The Bag Man,2014,461780,56574
8310,Desert Dancer,2014,438165,155271
8311,Björk: Biophilia Live,2014,433686,127754
8312,God Help the Girl,2014,423306,102757
